product_code,type,brands,lens_width,location,stock,cost_price,sale_price_s,sale_price_a,mrp,comments
IDS2538_C1_49,SUNGLASS,IDEE,49.0,"C2R1-1,T56S3-1",2.0,,2590.0,,2590.0,
IDS2538_C3_49,SUNGLASS,IDEE,49.0,"C2R1-1,T56S3-1",2.0,,2590.0,,2590.0,
IDS2538_C4_49,SUNGLASS,IDEE,,C2R1B1-1,1.0,,2590.0,,2590.0,
IDS2538_C5_49,SUNGLASS,IDEE,49.0,"T56S3-1,C2R1B1-1",2.0,,2590.0,,2590.0,
IDS2539_C1_55,SUNGLASS,IDEE,55.0,C2R1-1,1.0,,2380.0,,2380.0,
IDS2539_C3_57,SUNGLASS,IDEE,57.0,T56S2-1,1.0,,2780.0,,2780.0,
IDS2550_C1_58,SUNGLASS,IDEE,58.0,"C2R1-1,T57S3-1",2.0,,2780.0,,2780.0,
IDS2550_C3_58,SUNGLASS,IDEE,58.0,T57S3-1,1.0,,2850.0,,2850.0,
IDS2551_C2_57,SUNGLASS,IDEE,57.0,"T57S3-1,C2R1-1",2.0,,2950.0,,2950.0,
IDS2552_C1_M,SUNGLASS,IDEE,M,NA,0.0,,,,,
IDS2552_C3_56,SUNGLASS,IDEE,56.0,"C2R1-1,T57S2-1",2.0,,2950.0,,2950.0,
IDS2553_C3_M,SUNGLASS,IDEE,M,NA,0.0,,,,,
IDS2554_C1_60,SUNGLASS,IDEE,60.0,NA,0.0,,2495.0,,2495.0,
IDS2621_C3_57,SUNGLASS,IDEE,57.0,T81S2-1,1.0,,3350.0,,3350.0,
IL9363_C7_52,RECTANGLE SUPRA METAL FRAME,INSIST,52.0,L4D5S2-1,1.0,,1600.0,,1600.0,
IL9444_C4_50,RECTANGLE SUPRA METAL FRAME,INSIST,50.0,T20S2-1,1.0,,1600.0,,1600.0,
IL9453_C3_48,RECTANGLE SUPRA METAL FRAME,INSIST,48.0,NA,0.0,,1600.0,,1600.0,
IL9491_C3_49,ROUND FULL METAL FRAME,INSIST,49.0,NA,0.0,,1600.0,,1600.0,
IL9494_C2_49,ROUND FULL METAL FRAME,INSIST,49.0,NA,0.0,,1600.0,,1600.0,
IL9845_C2_48,ROUND FULL METAL FRAME,INSIST,48.0,D10-1,1.0,,1600.0,,1600.0,SJ
IM2311_C2_60,FRAME,IMAGE,60.0,T77S3-1,1.0,,2150.0,,2150.0,
IM2333_C1_53,RIMLESS,IMAGE,53.0,NA,0.0,,2150.0,,2150.0,
IM2338_C3_52,RECTANGLE FULL METAL FRAME,IMAGE,52.0,T77S2-1,1.0,,2150.0,,2150.0,
IM2348_C1_49,FRAME SUPRA METAL,IMAGE,49.0,T77S3-1,1.0,,,,,
IM2351_C3_52,RECTANGLE FULL SHEET FRAME,IMAGE,52.0,NA,0.0,,2150.0,,2150.0,
IM2356_C1_52,RECATNGLE SUPRA METAL FRAME,IMAGE,52.0,na,1.0,,2150.0,,2150.0,
IM2357_C1_50,FRAME,IMAGE,50.0,T77S2-1,1.0,,,,,
IM2357_C2_50,FRAME,IMAGE,50.0,C1R1B1-1,1.0,,,,,
IM2358_C2_53,FRAME,IMAGE,53.0,T77S2-1,1.0,,,,,
IM2328_C1_52,RECTANGLE FULL METAL FRAME,IMAGE,52.0,T77S2-1,1.0,,2150.0,,2150.0,SIDE TEMPLE CODE DAMAGE
IM362P_C2_M,SUNGLASS,IMAGE,M,T82S3-1,1.0,,3000.0,,3000.0,
Image7000_C2_M,SUNGLASS,IMAGE,M,NA,0.0,,3200.0,,3200.0,
IM277_C3_M,SUNGLASS,IMAGE,M,T82S3-1,1.0,,3200.0,,3200.0,
IS6241_C21_53,CATEYE FULL SHEET FRAME,INSIST,53.0,D11-1,1.0,,1600.0,,1600.0,
IS6290_C4_49,RIMLESS FRAME,INSIST,49.0,L1D1S2-1,1.0,,1600.0,,1600.0,
IS6371_C1_53,RECTANGLE SUPRA METAL FRAME,INSIST,53.0,na,0.0,,1600.0,,1600.0,
IZ105_COL1_54,SUNGLASS,IZARRA,54.0,T39S2-1,1.0,,,,,SCRATCH
IZ144_00232_M,SUNGLASS,IZARRA,M,NA,0.0,,2225.0,,2225.0,
IZ233_C2_54,SUNGLASS,IZARRA,54.0,D3-1,1.0,,2500.0,,2500.0,
IZ233_C3_54,SUNGLASS,IZARRA,54.0,NA,0.0,,2500.0,,2500.0,
IZ258_C3_54,SUNGLASS,IZARRA,54.0,T39S2-1,1.0,,2500.0,,2500.0,SCRATCH
IZ278_C2_54,SUNGLASS,IZARRA,54.0,NA,0.0,,2225.0,,2225.0,
IZ279_C2_M,SUNGLASS,IZARRA,M,T82S3-1,1.0,,,,,
IZ281_C1_54,SUNGLASS,IZARRA,54.0,T39S1-2,2.0,,2500.0,,2500.0,SCRATCH
IZ303_C2_54,SUNGLASS,IZARRA,54.0,D12-1,1.0,,2225.0,,2225.0,
IZ398_C1_54,SUNGLASS,IZARRA,54.0,T39S3-1,1.0,,2500.0,,2500.0,SCRATCH
IZ398_C3_54,SUNGLASS,IZARRA,54.0,T39S3-1,1.0,,2225.0,,2225.0,SCRATCH
IZ485_C2_54,SUNGLASS,IZARRA,54.0,C1R1B3-1,1.0,,2225.0,,2225.0,
IZ500_C2_54,SUNGLASS,IZARRA,54.0,NA,0.0,,2500.0,,2500.0,
IZ508_C1_54,SUNGLASS,IZARRA,54.0,NA,0.0,,2500.0,,2500.0,
IZ508_C2_54,SUNGLASS,IZARRA,54.0,NA,0.0,,2500.0,,2500.0,
IZ518_C1_54,#REF!,IZARRA,54.0,T43S1-1,1.0,,2225.0,,2225.0,
IZ518_C2_54,SUNGLASS,IZARRA,54.0,T82S3-1,1.0,,2225.0,,2225.0,
IZ518_C3_54,SUNGLASS,IZARRA,54.0,T39S2-1,1.0,,2225.0,,2225.0,SCRATCH
IZ523_C2_54,SUNGLASS,IZARRA,54.0,T39S1-1,1.0,,2500.0,,2500.0,SCRATCH
IZ523_C3_54,SUNGLASS,IZARRA,54.0,T39S1-1,1.0,,2500.0,,2500.0,SCRATCH
IZ525_C1_54,SUNGLASS,IZARRA,54.0,DS2-1,1.0,,2500.0,,2500.0,
IZ525_C2_54,SUNGLASS,IZARRA,54.0,C1R1B3-1,1.0,,2500.0,,2500.0,
IZ588_C3_54,SUNGLASS,IZARRA,54.0,NA,0.0,,2500.0,,2500.0,
IZ607_00168_54,SUNGLASS,IZARRA,54.0,T39S2-1,1.0,,2500.0,,2500.0,SCRATCH
KX7091_2197_52,FRAME,KILLER LOOP,52.0,T79S3-1,1.0,,2590.0,,2590.0,
KX7107_2209_52,FRAME,KILLER LOOP,52.0,L5D6S1-1,1.0,,2590.0,,2590.0,
KX7109_2019_50,FRAME,KILLER LOOP,50.0,T79S1-1,1.0,,2700.0,,2700.0,
KX7646_1010_49,FRAME,KILLER LOOP,49.0,T79S2-1,1.0,,2930.0,,2930.0,
KX7666_1032_53,FRAME,KILLER LOOP,53.0,T79S2-1,1.0,,2450.0,,2450.0,
KX7674_1006_52,FRAME,KILLER LOOP,52.0,T79S2-1,1.0,,3050.0,,3050.0,
KX7674_1096S_50,FRAME,KILLER LOOP,50.0,T79S2-1,1.0,,3050.0,,3050.0,
KC0212_052_54,RECTANGLE FULL SHEET FRAME,KENNETH COLE,54.0,T73S3-1,1.0,,7000.0,,7000.0,50%OFF
KC0240_62R_51,BOTH,KENNETH COLE,51.0,T52S2-1,1.0,,7000.0,,7000.0,50% OFF
KC1253S_52F_60,SUNGLASS,KENNETH COLE,60.0,T43S3-1,1.0,,3125.0,,3125.0,
KC1288_08B_58,SUNGLASS,KENNETH COLE,58.0,T43S2-1,1.0,,3125.0,,3125.0,
KC1288_32E_58,SUNGLASS,KENNETH COLE,58.0,T43S3-1,1.0,,3125.0,,3125.0,
KC1234_53F_62,SUNGLASS,KENNETH COLE,62.0,T43S3-1,1.0,,3125.0,,3125.0,
LL1927_C2_49,CATEYE FULL SHEET FRAME,LANZO LOUIS,49.0,NA,0.0,,1560.0,,1560.0,SIDE TEMPLE CODE DAMAGE
LL3606_C2_53,RECTANGLE FULL METAL FRAME,LANZO LOUIS,53.0,T77S3-1,1.0,,1560.0,,1560.0,SIDE TEMPLE CODE OR BRAND NAME DAMAGE
LL5674_C2_51,RECTANGLE SUPRA METAL FRAME,LANZO LOUIS,51.0,D11-1,1.0,,1560.0,,1560.0,
LL5674_C4_51,RECTANGLE SUPRA METAL FRAME,LANZO LOUIS,51.0,T77S3-1,1.0,,1560.0,,1560.0,
LL5682_C5_53,RECATNGLE SUPRA METAL FRAME,LANZO LOUIS,53.0,D11-1,1.0,,1560.0,,1560.0,
LL8001_C1_M,BOTH,LANZO LOUIS,M,D11-1,1.0,,1560.0,,1560.0,
LL8006_C3_M,BOTH,LANZO LOUIS,M,DS3-1,1.0,,1560.0,,1560.0,
MAC STALIN,RECATNGLE SUPRA METAL FRAME,MAC STALIN,,"CT1-1,T25S1-3",4.0,,1500.0,,1500.0,
MK1010_110011_54,SUNGLASS,MICHAEL KORS,54.0,T43S1-1,1.0,,10500.0,,10500.0,
OO9013_F7_55,SUNGLASS,OAKLEY,55.0,T45S3-1,1.0,,8190.0,,8190.0,
OO9102_01_55,SUNGLASS,OAKLEY,55.0,NA,0.0,,6190.0,,6190.0,
OO9154_49_62,SUNGLASS,OAKLEY,62.0,T45S2-1,1.0,,6990.0,,6990.0,
OO9188_16_59,SUNGLASS,OAKLEY,59.0,T45S1-1,1.0,,10790.0,,10790.0,
OO9247_13_57,SUNGLASS,OAKLEY,57.0,T45S3-1,1.0,,10990.0,,10990.0,
OO9265_02_59,,OAKLEY,59.0,NA,0.0,,,,,
OO9316_04_63,SUNGLASS,OAKLEY,63.0,T45S2-3,3.0,,20290.0,,20290.0,
OO9341_05_57,SUNGLASS,OAKLEY,57.0,NA,0.0,,6690.0,,6690.0,
OX1131_04_52,FRAME,OAKLEY,52.0,T33S1-1,1.0,,,,,
OX1131_06_52,FRAME,OAKLEY,52.0,T33S1-1,1.0,,,,,
OX1136_06_52,,OAKLEY,52.0,NA,0.0,,,,,
OP3023_C4_51,RECTANGLE FULL SHEET FRAME,OPIUM,51.0,DS3-1,1.0,,2250.0,,2250.0,
OP3023_C1_51,RECTANGLE FULL FRAME,OPIUM,51.0,"C1R1B1-1,DS3-1",2.0,,2250.0,,2250.0,
OP3023_C2_51,RECTANGLE FULL FRAME,OPIUM,51.0,C1R1B1-1,1.0,,2250.0,,2250.0,
OP3023_C5_51,RECTANGLE FULL FRAME,OPIUM,51.0,DS3-1,1.0,,2250.0,,2250.0,
OP3024_C2_53,RECTANGLE FULL FRAME,OPIUM,53.0,DS3-1,1.0,,2250.0,,2250.0,
OP3025_C2_53,RECTANGLE FULL FRAME,OPIUM,53.0,DS3-1,1.0,,2250.0,,2250.0,
OP3026_C1_53,RECTANGLE FULL FRAME,OPIUM,53.0,NA,0.0,,2250.0,,2250.0,
OP3026_C2_53,RECTANGLE FULL FRAME,OPIUM,53.0,C1R1B1-1,1.0,,2250.0,,2250.0,
OP3026_C7_53,RECTANGLE FULL FRAME,OPIUM,53.0,DS3-1,1.0,,2250.0,,2250.0,
OP2102_C31_52,FRAME,OPIUM,52.0,NA,0.0,,1750.0,,1750.0,
OP2103_C94_53,FRAME,OPIUM,53.0,NA,0.0,,1750.0,,1750.0,
OP2105_C01_54,FRAME,OPIUM,54.0,na,0.0,,1750.0,,1750.0,
OP2100_C01_52,FRAME,OPIUM,52.0,na,0.0,,1750.0,,1750.0,
OP2134_C01_51,FRAME,OPIUM,51.0,na,0.0,,3200.0,,3200.0,
OP2170_C46_50,FRAME,OPIUM,50.0,NA,0.0,,1750.0,,1750.0,
OX3131_06_53,RECTANGLE FULL METAL FRAME,OAKLEY,53.0,T36S1-1,1.0,,5490.0,,5490.0,
OX3165_03_53,RECATNGLE SUPRA METAL FRAME,OAKLEY,53.0,T36S1-1,1.0,,5490.0,,5490.0,
PA7037_C01_M,SUNGLASS,PARK AVENUE,M,T44S3-1,1.0,,2375.0,,2375.0,
PA7037_C03_M,SUNGLASS,PARK AVENUE,M,T44S3-1,1.0,,2375.0,,2375.0,
PA7058_C03_M,SUNGLASS,PARK AVENUE,M,T44S2-1,1.0,,3375.0,,3375.0,
PA7069_C02_M,SUNGLASS,PARK AVENUE,M,D1-1,1.0,,2375.0,,2375.0,
PA7072_C03_54,SUNGLASS,PARK AVENUE,54.0,D1-1,1.0,,4250.0,,4250.0,
PA7076_C04_M,SUNGLASS,PARK AVENUE,M,D12-1,1.0,,4750.0,,4750.0,
PA7086_C02_M,SUNGLASS,PARK AVENUE,M,T44S2-1,1.0,,3750.0,,3750.0,
PA7089_C03_58,SUNGLASS,PARK AVENUE,58.0,T43S2-1,1.0,,2950.0,,2950.0,
PA7092_C02_M,SUNGLASS,PARK AVENUE,M,D12-1,1.0,,2950.0,,2950.0,
PA7092_C03_61,SUNGLASS,PARK AVENUE,61.0,T44S2-1,1.0,,2950.0,,2950.0,
PA7093_C01_60,SUNGLASS,PARK AVENUE,60.0,T44S2-1,1.0,,2950.0,,2950.0,
PA7093_C03_50,SUNGLASS,PARK AVENUE,50.0,T44S1-2,2.0,,2950.0,,2950.0,
PA7095_C03_M,SUNGLASS,PARK AVENUE,M,D12-1,1.0,,3500.0,,3500.0,
PA7097_C02_M,SUNGLASS,PARK AVENUE,M,T44S1-1,1.0,,2950.0,,2950.0,
PA7100_C01_M,SUNGLASS,PARK AVENUE,M,NA,0.0,,2950.0,,2950.0,
PA7104_C01_M,SUNGLASS,PARK AVENUE,M,T44S1-1,1.0,,3350.0,,3350.0,
PA7106_C03_M,SUNGLASS,PARK AVENUE,M,NA,0.0,,3350.0,,3350.0,
PC6830_UJM_56,RIMLESS,PIERE CARDIN,56.0,NA,0.0,,3400.0,,3400.0,
PC8808_DM4_55,FRAME,PIERE CARDIN,55.0,T36S1-1,1.0,,,,,
PC8824_EEI_62,RIMLESS,PIERE CARDIN,62.0,T36S1-1,1.0,,,,,
PC8827_SSH_55,RIMLESS,PIERE CARDIN,55.0,NA,0.0,,3400.0,,3400.0,
PR15QS_1AB0A7_53,SUNGLASS,PRADA,53.0,T11S3-1,1.0,,17000.0,,17000.0,
PR27NS_1AB3M1_55,SUNGLASS,PRADA,55.0,T82S2-1,1.0,,17000.0,,17000.0,
SPR52P_ZVN1X1_61,SUNGLASS,PRADA,,DS2-1,1.0,,17000.0,,17000.0,
PR4063_C02_60,SUNGLASS,PROVOGUE,60.0,D1-1,1.0,,2590.0,,2590.0,
PR4096_C01_M,SUNGLASS,PROVOGUE,M,D1-1,1.0,,2250.0,,2250.0,
PR4096_C03_M,SUNGLASS,PROVOGUE,M,D1-1,1.0,,2250.0,,2250.0,
PR4102_C04_58,SUNGLASS,PROVOGUE,58.0,NA,0.0,,2250.0,,2250.0,
RC522S_01B_63,SUNGLASS,ROBERTO CARVELLI,63.0,NA,0.0,,,,,
RC583S_69Z_64,SUNGLASS,ROBERTO CARVELLI,64.0,T11S3-1,1.0,,,,,
PAGE 4,RECTANGLE FRAME,PAGE 4,,"L2D1-9,DS3-1",10.0,,800.0,,800.0,
RC596S_08B_61,SUNGLASS,ROBERTO CARVELLI,61.0,T44S3-1,1.0,,9000.0,,9000.0,
RB2132_710_58,SUNGLASS,RAYBAN,58.0,C5R1-2,2.0,,10490.0,,10490.0,
RB2132_71051_55,SUNGLASS,RAYBAN,55.0,"C5R1-3,T47S1-1",4.0,,11190.0,,11190.0,
RB2132_90158_55,SUNGLASS,RAYBAN,55.0,C5R1-1,1.0,,12590.0,,12590.0,
RB2132_902_52,SUNGLASS,RAYBAN,52.0,C5R1-1,1.0,,10490.0,,10490.0,
RB2140_955_52,SUNGLASS,RAYBAN,52.0,T47S1-1,1.0,,,,,
RB2180_6277B1_49,SUNGLASS,RAYBAN,49.0,T47S1-1,1.0,,8890.0,,8890.0,
RB2448N_710_51,SUNGLASS,RAYBAN,51.0,NA,0.0,,9490.0,,9490.0,
RB3016_114517_51,SUNGLASS,RAYBAN,51.0,C5R1-1,1.0,,12590.0,,12590.0,
RB3025_00168_58,SUNGLASS,RAYBAN,58.0,T47S2-1,1.0,,9390.0,,9390.0,
RB3016_1160_51,SUNGLASS,RAYBAN,51.0,C5R1-1,1.0,,10190.0,,10190.0,
RB3025_00133_58,SUNGLASS,RAYBAN,58.0,C5R1-3,3.0,,11190.0,,11190.0,
RB3025_0013E_55,SUNGLASS,RAYBAN,55.0,C5R1-1,1.0,,10090.0,,10090.0,
RB3025_0013E_62,SUNGLASS,RAYBAN,62.0,C5R1-1,1.0,,10090/8890,,10090/8890,
RB3025_0013F_58,SUNGLASS,RAYBAN,58.0,C5R1-6,6.0,,8490.0,,8490.0,
RB3025_0013K_58,SUNGLASS,RAYBAN,58.0,C5R1-1,1.0,,10090.0,,10090.0,
RB3025_0016_55,SUNGLASS,RAYBAN,55.0,T47S3-1,1.0,,6390.0,,6390.0,
RB3025_11217_62,SUNGLASS,RAYBAN,58.0,C5R4-1,1.0,,10090.0,,10090.0,(SCRATCH)
RB3025_11217_58,SUNGLASS,RAYBAN,55.0,C5R4-1,1.0,,10090.0,,10090.0,
RB3025_00151_55,SUNGLASS,RAYBAN,55.0,T47S3-1,1.0,,9490.0,,9490.0,DAMAGE-1
RB3025_00151_58,SUNGLASS,RAYBAN,58.0,C5R2-6,6.0,,8090.0,,8090.0,
RB3025_00157_55,SUNGLASS,RAYBAN,55.0,C5R2-1,1.0,,9890.0,,9890.0,
RB3025_00157_58,SUNGLASS,RAYBAN,58.0,C5R2-1,1.0,,10890.0,,10890.0,
RB3025_00158_58,SUNGLASS,RAYBAN,58.0,T47S3-1,1.0,,8190/10890,,8190/10890,
RB3025_00217_58,SUNGLASS,RAYBAN,58.0,T47S2-1,1.0,,9490.0,,9490.0,
RB3025_0023F_58,SUNGLASS,RAYBAN,58.0,NA,0.0,,5990/7490,,5990/7490,
RB3025_0024O_58,SUNGLASS,RAYBAN,58.0,C5R1-1,1.0,,12590.0,,12590.0,
RB3025_00258_62,SUNGLASS,RAYAN,62.0,C5R1-2(1 PCS DAMAGE C5R4-1),3.0,,9890.0,,9890.0,
RB3025_003_58,SUNGLASS,6890.0,58.0,C5R1-1,1.0,,6890.0,,6890.0,
RB3025_00332_58,SUNGLASS,RAYBAN,58.0,C5R1-2,2.0,,8890.0,,8890.0,
RB3025_00332_62,SUNGLASS,RAYBAN,62.0,NA,0.0,,8890/9490,,8890/9490,
RB3025_0033E_58,SUNGLASS,RAYBAN,58.0,C5R1-6,6.0,,10690.0,,10690.0,
RB3025_0033F_58,SUNGLASS,RAYBAN,58.0,NA,0.0,,8890.0,,8890.0,FK RETURN PCS GLASS DAMAGED CRACK GLASS
RB3025_00358_58,SUNGLASS,RAYBAN,58.0,C5R2-1,1.0,,10490.0,,10490.0,
RB3025_00451_55,SUNGLASS,RAYBAN,55.0,C5R2-1,1.0,,9490/8890,,9490/8890,
RB3025_00451_58,SUNGLASS,RAYBAN,58.0,C5R2-3,3.0,,8490.0,,8490.0,
RB3025_00458_58,SUNGLASS,RAYBAN,58.0,C5R2-1,1.0,,9890.0,,9890.0,
RB3025_00458_62,SUNGLASS,RAYBAN,62.0,C5R2-1,1.0,,9890.0,,9890.0,
RB3025_00478_62,SUNGLASS,RAYBAN,62.0,"C5R2-1,T47S2-1",2.0,,13990.0,,13990.0,
RB3025_01451_58,SUNGLASS,RAYBAN,58.0,C5R2-1,1.0,,8490.0,,8490.0,
RB3025_09032_58,SUNGLASS,RAYBAN,58.0,T47S3-1,1.0,,6890.0,,6890.0,
RB3025_1674K_55,SUNGLASS,RAYBAN,55.0,C5R2-1,1.0,,9490.0,,9490.0,
RB3025_181_58,SUNGLASS,RAYBAN,58.0,NA,0.0,,7690/8890,,7690/8890,
RB3025_9001A5_58,SUNGLASS,RAYBAN,58.0,NA,0.0,,8890.0,,8890.0,
RB3025_9002A6_55,SUNGLASS,RAYBAN,55.0,C5R2-1,1.0,,11390.0,,11390.0,
RB3025_W3275_55,SUNGLASS,RAYBAN,55.0,NA,0.0,,6990/9490,,6990/9490,
RB3025_W3277_58,SUNGLASS,RAYBAN,58.0,C5R2-1,1.0,,9090.0,,9090.0,
RB3025JM_169_55,SUNGLASS,RAYBAN,55.0,C5R1-1,1.0,,8490.0,,8490.0,
RB3342_006_60,SUNGLASS,RAYBAN,60.0,C5R2-1,1.0,,7090.0,,7090.0,
RB3411_004_60,SUNGLASS,RAYBAN,60.0,C5R2-1,1.0,,6190.0,,6190.0,
RB3432_004_59,SUNGLASS,RAYBAN,59.0,C5R2-1,1.0,,5690.0,,5690.0,SCRATCH
RB3447_001_50,SUNGLASS,RAYBAN,50.0,C5R2-1,1.0,,11190.0,,11190.0,
RB3530_0029A_58,SUNGLASS,RAYBAN,58.0,C5R3-1,1.0,,13390.0,,13390.0,
RB3530_00488_58,SUNGLASS,RAYBAN,58.0,C5R3-1,1.0,,10790.0,,10790.0,
RB3530_0048G_58,SUNGLASS,RAYBAN,58.0,C5R3-1,1.0,,11890.0,,11890.0,
RB3538_1872Y_53,SUNGLASS,RAYBAN,53.0,C5R3-1,1.0,,13290.0,,13290.0,
RB3538_18813_53,SUNGLASS,RAYBAN,53.0,C5R3-2,2.0,,12490.0,,12490.0,
RB3539_1928G_54,SUNGLASS,RAYBAN,54.0,C5R3-1,1.0,,8290.0,,8290.0,
RB3558_004B8_58,SUNGLASS,RAYBAN,58.0,C5R3-1,1.0,,8790.0,,8790.0,MRP LEVEL MISSING
RB3561_001_57,SUNGLASS,RAYBAN,57.0,C5R3-2,2.0,,12490.0,,12490.0,
RB3561_9001A5_57,SUNGLASS,RAYBAN,57.0,NA,0.0,,9490.0,,9490.0,
RB4147_60132_60,SUNGLASS,RAYBAN,60.0,C5R3-2,2.0,,7790/8890,,7790/8890,
RB4147_60158_60,SUNGLASS,RAYBAN,60.0,C5R3-1,1.0,,12590.0,,12590.0,
RB4147_609585_60,SUNGLASS,RAYBAN,60.0,C5R3-1,1.0,,11690.0,,11690.0,
RB4202_60714V_55,SUNGLASS,RAYBAN,55.0,C5R3-1,1.0,,8290.0,,8290.0,
RB4216_601S71_56,SUNGLASS,RAYBAN,56.0,T47S1-1,1.0,,6990.0,,6990.0,RETURN
RB4252_71013_51,SUNGLASS,RAYBAN,51.0,C5R3-2,2.0,,6590.0,,6590.0,
RB4273_6019A_52,SUNGLASS,RAYBAN,52.0,C5R3-1,1.0,,9690.0,,9690.0,
RB4274_6018G_53,SUNGLASS,RAYBAN,53.0,NA,0.0,,6490.0,,6490.0,
RB4264_601SA1_58,SUNGLASS,RAYBAN,58.0,C5R3-1,1.0,,11090.0,,11090.0,
RB4346_62507Q_51,SUNGLASS,RAYBAN,51.0,C5R3-1,1.0,,9290.0,,9290.0,
RB7060_6019A_54,SUNGLASS,RAYBAN,54.0,C5R3-2,2.0,,5790.0,,5790.0,
RB8041_001_58,SUNGLASS,RAYBAN,58.0,C5R3-1,1.0,,9490.0,,9490.0,
RJ9054S_186/87_51,SUNGLASS,RAYBAN,51.0,T47S2-1,1.0,,2390.0,,2390.0,
RJ9506S_22011_50,SUNGLASS,RAYBAN,50.0,C5R3-2,2.0,,2990.0,,2990.0,scratch
RX2547_2000_53,ROUND FULL SHEET FRAME,RAYBAN,53.0,T73S1-1,1.0,,7390.0,,7390.0,
RX3578V_2904_50,FRAME,RAYBAN,50.0,DS1-2,2.0,,7890.0,,7890.0,
RX3582V_2500_51,ROUND FRAME,RAYBAN,51.0,DS1-1,1.0,,7390.0,,7390.0,
RX3610V_2500_58,ROUND FRAME,RAYBAN,58.0,NA,0.0,,6390.0,,6390.0,
RX3947V_2500_51,ROUND FRAME,RAYBAN,51.0,NA,0.0,,7390.0,,7390.0,
RX3947V_2501_48,ROUND SUPRA METAL FRAME,RAYBAN,48.0,DS1-1,1.0,,7390.0,,7390.0,
RX5312_2477_52,RECTANGLE FULL SHEET FRAME,RAYBAN,52.0,NA,0.0,,5090.0,,5090.0,
RX5312_5537_52,RECTANGLE FULL SHEET FRAME,RAYBAN,52.0,T46S3-1,1.0,,4990.0,,4990.0,
RX5337_5528_54,RECTANGLE FULL SHEET FRAME,RAYBAN,54.0,DS1-1,1.0,,5290.0,,5290.0,
RX5337_2012_54,RECTANGLE FULL SHEET FRAME,RAYBAN,54.0,NA,0.0,,5090.0,,5090.0,
RX6049_2500_52,AVIATOR FULL FRAME,RAYBAN,52.0,DS1-1,1.0,,4490.0,,4490.0,MRP LEVEL MISSING
RX6049_2502_55,AVIATOR FULL FRAME,RAYBAN,55.0,NA,0.0,,3390.0,,3390.0,
RX6241E_2501_52,RECTANGLE SUPRA METAL FRAME,RAYBAN,52.0,T46S1-1,1.0,,5990.0,,5990.0,
RX6266_2501_51,RIMLESS FRAME,RAYBAN,51.0,DS1-1,1.0,,3990.0,,3990.0,
RX6266_2502_53,RIMLESS FRAME,RAYBAN,53.0,NA,0.0,,3990.0,,3990.0,RETURN
RX6295_2806_49,RECTANGLE FULL METAL FRAME,RAYBAN,49.0,T46S2-1,1.0,,10490.0,,10490.0,
RX6303_2501_53,FRAME,RAYBAN,53.0,T46S1-1,1.0,,3990.0,,3990.0,
RX6305_2503_54,FRAME,RAYBAN,54.0,NA,0.0,,4790/5090,,4790/5090,
RX6322_2503_53,FRAME,RAYBAN,53.0,DS1-2,2.0,,4790/5090,,4790/5090,
RX6325_2730_53,RECTANGLE FULL METAL FRAME,RAYBAN,53.0,NA,0.0,,4290.0,,4290.0,bill
RX6336_2857_51,RECTANGLE FULL METAL FRAME,RAYBAN,51.0,C5R4-1(DAMAGE),1.0,,5490.0,,5490.0,
RX6337_2857_51,RECTANGLE FULL METAL FRAME(DAMAGE),RAYBAN,51.0,C5R4-1,1.0,,5490.0,,5490.0,
RX6367_2502_51,RECTANGLE SUPRA METAL FRAME,RAYBAN,51.0,T46S2-1,1.0,,5290.0,,5290.0,
RX6384_2502_54,RECATNGLE SUPRA METAL FRAME,RAYBAN,54.0,NA,0.0,,4990.0,,4990.0,MRP OR SKU LEVEL MISSING
RX6384_2509_52,FRAME,RAYBAN,52.0,DS1-1,1.0,,4990.0,,4990.0,RETURN
RX6385_2509_53,RIMLESS FRAME,RAYBAN,53.0,T46S1-1,1.0,,4990.0,,4990.0,
RX6386_2500_51,RECTANGLE FULL METAL FRAME,RAYBAN,51.0,NA,0.0,,7790.0,,7790.0,
RX6390_2928_51,RIMLESS FRAME,RAYBAN,51.0,T46S1-1,1.0,,4790.0,,4790.0,
RX6424_2502_53,RECTANGLE FULL METAL FRAME,RAYBAN,53.0,T46S2-1,1.0,,4790.0,,4790.0,
RX6489_2500_58,AVIATOR FULL FRAME,RAYBAN,58.0,NA,0.0,,7390.0,,7390.0,
RX6489_2501_58,AVIATOR FULL FRAME,RAYBAN,58.0,T46S2-1,1.0,,7390.0,,7390.0,
RX7014_2000_54,RECTANGLE SUPRA SHEET FRAME,RAYBAN,54.0,DS1-1,1.0,,6290.0,,6290.0,MRP ISSUE
RX7017_5200_54,FRAME,RAYBAN,54.0,DS1-1,1.0,,7890.0,,7890.0,
RX7027_5419_54,RECTANGLE FULL SHEET FRAME,RAYBAN,54.0,na,0.0,,4790.0,,4790.0,
RX7033_5624_52,FRAME,RAYBAN,52.0,T46S3-1,1.0,,4790.0,,4790.0,RETURN
RX7056_2000_53,RECTANGLE FULL SHEET FRAME,RAYBAN,53.0,NA,0.0,,6790.0,,6790.0,
RX7090_5622_52,CATEYE FULL SHEET FRAME,RAYBAN,52.0,T73S1-1,1.0,,4790.0,,4790.0,
RX7097_2000_49,ROUND FULL METAL FRAME,RAYBAN,49.0,DS1-1,1.0,,7890.0,,7890.0,
RX7127_2475_53,FRAME,RAYBAN,53.0,T46S3-1,1.0,,4290/4690,,4290/4690,RETURN
