product_code,lens_width,brands,location,type,comments,mrp,cost_price,sale_price_s,sale_price_a,stock
ID1047_C1_51,,,IT,,,1800.0,,,,0
ID1203_C4_52,,,T,,,1800.0,,,,0
ID1030_C1_53,,,IT,,,1800.0,,,,0
ID925_C3_51,,,IT,,,1800.0,,,,0
ID1159_C1_53,,,IT,,,1800.0,,,,0
IM2327_C1_57,,,IT,,,2150.0,,,,0
IM2338_C3_52,,,IT,,,2150.0,,,,1
IM2328_C1-52,,,IT,,,2150.0,,,,1
IM2356_C1_52,,,IT,,,3000.0,,,,1
IM2357_C1_50,,,IT,,,3000.0,,,,1
IM2357_C2_50,,,IT,,,3000.0,,,,1
IM2358_C2_53,,,IT,,,3000.0,,,,1
IM2333_C1_52,,,IT,,,3000.0,,,,1
IM2333_C3_53,,,IT,,,3000.0,,,,1
IM2351_C3-52,,,IT,,,3000.0,,,,1
ID698_C5_53,,,IT,,,1800.0,,,,0
ID1144_C2_53,,,IT,,,1800.0,,,,0
ID735_C1_52,,,IT,,,1800.0,,,,0
ID916_C1_53,,,IT,,,1800.0,,,,1
ID738_C3_54,,,TB,,,1800.0,,,,1
ID1159-C3_53,,,IT,,,1800.0,,,,1
SC4732_C2_54,,,IT,,,994.0,,,,1
SC748_C561_51,,,IB,,,1800.0,,,,1
SC4746_C2_54,,,IB,,,1800.0,,,,1
SC905_C2_54,,,IB,,,1800.0,,,,0
SC4632_C2_49,,,IB,,,1800.0,,,,1
SC4750_C1_52,,,IB,,,1800.0,,,,1
SC4750_C1_51,,,IB,,,1800.0,,,,1
SC4740_C1_51,,,T,,,1800.0,,,,0
SC722_C543_52,,,TB,,,1800.0,,,,1
SC4732_C1_54,,,TB,,,1800.0,,,,1
SC748_C589_51,,,TB,,,1800.0,,,,1
SC4715_C2-52,,,TB,,,1800.0,,,,1
SC4616_C3_51,,,TB,,,1800.0,,,,4
SC736_C536_51,,,TB,,,1800.0,,,,1
SC4614_C4_51,,,TB,,,1800.0,,,,3
SC4731_C3_53,,,TB,,,1800.0,,,,0
PA7069_CO3_M,,,J1,,,2375.0,,,,0
PA7093_CO1_60,,,J1,,,2950.0,,,,2
PR4063_C02_60,,,J1,,,3250.0,,,,1
PA7037_C01_M,,,J1,,,2375.0,,,,1
PR4096_C01_M,,,J1,,,2250.0,,,,1
PA7092_C02_M,,,J1,,,2950.0,,,,1
IDS1821_C3_M,,,B,,,2800.0,,,,0
IDS1754_C02_M,,,J1,,,2800.0,,,,1
IDS1700_C31_M,,,J1,,,2800.0,,,,0
IDS1765_C1_M,,,J1,,,2800.0,,,,0
IDS1821_C1_60,,,B,,,2800.0,,,,0
IDS1655_COL2_F,,,JI,,,2800.0,,,,0
IDS1602_C1_55,,,J1,,,2800.0,,,,0
PR4063_C01_M,,,J1,,,3250.0,,,,1
PA7099_C01_M,,,J1,,,3250.0,,,,1
PA7099_C03_M,,,J1,,,2950.0,,,,1
PA7069_C01_M,,,J1,,,2375.0,,,,1
PA7106_CO3_M,,,J1,,,3350.0,,,,1
PA7089_CO3_58,,,J1,,,2950.0,,,,1
PA7097_CO2_M,,,J1,,,2950.0,,,,1
PA7072_C03_54,,,J1,,,2950.0,,,,1
PA7093_C01_M,,,J1,,,2950.0,,,,1
PA7058_C03_M,,,J1,,,3375.0,,,,1
ID1500_C1_50,,,,,,2000.0,,,,0
ID1525_C1_55,,,ITS,,,2250.0,,,,0
ID1499_C7_53,,,ITS,,,2450.0,,,,1
ID1499_C2_53,,,ITS,,,2000.0,,,,-1
ID1500_C5_50,,,ITS,,,2450.0,,,,1
ID1529_C2_54,,,ITS,,,1980.0,,,,1
ID1405_C2_48,,,TB,,,2000.0,,,,0
ID1528_C1_51,,,ITS,,,2250.0,,,,0
ID1525_C2_55,,,ITS,,,2250.0,,,,1
ID1523)C4_52,,,ITS,,,2380.0,,,,1
ID1521_C1_51,,,TB,,,2250.0,,,,1
ID1507_C3_48,,,ITS,,,2000.0,,,,0
ID1518_C3_53,,,ITS,,,2200.0,,,,0
ID1527_C3_52,,,ITS,,,1980.0,,,,1
ID1532_C1_53,,,ITS,,,1980.0,,,,1
ID1506_C2_51,,,ITS,,,2000.0,,,,0
ID1507_C1_48,,,ITS,,,2000.0,,,,1
ID1518_C2_49,,,ITS,,,1980.0,,,,1
ID1502_C2_49,,,ITS,,,1950.0,,,,1
ID1482_C1_51,,,ITS,,,2000.0,,,,-1
ID1499_C3_53,,,ITS,,,2000.0,,,,0
ID1430_C1_52,,,ITS,,,2000.0,,,,0
ID1430_C3_52,,,ITS,,,1990.0,,,,1
ID1033_C4_51,,,ITS,,,1800.0,,,,1
OP3024_C2_53,,,ITS,,,2250.0,,,,1
OP3023_C5_51,,,ITS,,,2250.0,,,,1
OP3023_C1_51,,,ITS,,,2250.0,,,,2
OP3023_C04_51,,,ITS,,,2250.0,,,,1
OP3023_C2_51,,,ITS,,,2250.0,,,,2
OP3024_C01_51,,,ITS,,,2250.0,,,,0
OP3025_C2_53,,,ITS,,,2250.0,,,,1
OP3026_C1_53,,,ITS,,,2250.0,,,,1
OP3026_C2_53,,,ITS,,,2250.0,,,,1
IMAGE2348_C1_49,,,ITS,,,2150.0,,,,1
image277_c3_M,,,J1,,,3200.0,,,,1
IDS1700_C5_M,,,J1,,,2250.0,,,,0
Image7000_C2_M,,,J1,,,3200.0,,,,1
PA7102_C01_M,,,J1,,,3350.0,,,,0
ID674_C1_55,,,IT,,,1800.0,,,,2
ID1038_C6_51,,,ITS,,,1800.0,,,,0
ID871_C3_50,,,IT,,,1800.0,,,,0
ID954_C2_51,,,IT,,,1800.0,,,,0
ID709_C1_50,,,IT,,,1800.0,,,,1
ID888_C1_52,,,IT,,,1800.0,,,,0
ID980_C1_50,,,IT,,,1800.0,,,,0
ID950_C2_51,,,IT,,,1800.0,,,,0
ID1001_C2_54,,,IT,,,1800.0,,,,0
ID745_C1_54,,,IT,,,1800.0,,,,0
ID878_C1_52,,,IT,,,2100.0,,,,1
ID909_C3_51,,,IT,,,1800.0,,,,0
ID1200_C5_53,,,IT,,,1800.0,,,,0
IM2311_C2_60,,,IT,,,2150.0,,,,1
OP3026_C7_53,,,IT,,,2250.0,,,,1
ID950_C1_51,,,IT,,,1800.0,,,,1
VO2767_1947_50,,,f1,,,3990.0,,,,0
VO2899_W65613_54,,,f1,,,0.0,,,,1
VO2915S_231148_53,,,f1,,,4590.0,,,,0
VO4013_352_51,,,F1,,,5290.0,,,,0
VO3691B_756_50,,,F1,,,6090.0,,,,0
SL234T_C3_51,,,T,,,1800.0,,,,2
SL2304T_C2_51,,,ITB,,,3800.0,,,,1
SL2305T_C3_51,,,ITB,,,5725.0,,,,0
SL55110_C3_52,,,ITB,,,1800.0,,,,0
SL55102_C4_51,,,ITB,,,1800.0,,,,0
SL55112_C1_53,,,ITB,,,2000.0,,,,1
SL55090_C2_52,,,ITB,,,1800.0,,,,0
DJ2001_C11_50,,,J3,,,1000.0,,,,1
DJ15T156_C1_53,,,J3,,,900.0,,,,1
DJ2004_C2_50,,,J3,,,1000.0,,,,1
DJ3683_140_53,,,J3,,,2500.0,,,,1
DJ15T128_C2_52,,,J3,,,800.0,,,,1
DJ15T158_C1_53,,,J3,,,800.0,,,,1
DJ2003_C19_51,,,J3,,,1000.0,,,,1
DJ9068_C1_53,,,J3,,,2500.0,,,,1
DJ2037C_92E_49,,,J3,,,1000.0,,,,1
DJ1057_C6_48,,,J3,,,800.0,,,,1
DJ9069_C4_52,,,J3,,,2500.0,,,,1
DJ1098_C5_49,,,J3,,,2500.0,,,,1
DJ9068_C2_53,,,J3,,,2500.0,,,,1
DJ2111_C4_52,,,J3,,,1800.0,,,,2
DJ15T126_C3_54,,,J4,,,800.0,,,,2
DJ18632_C2_51,,,J3,,,1200.0,,,,1
DJ9043_C4_50,,,J3,,,2500.0,,,,1
DJ301_52,,,J3,,,1400.0,,,,1
DJ2012_C8_53,,,J3,,,800.0,,,,1
DJ3107_C4_54,,,J3,,,1400.0,,,,1
DJ2026_C41_53,,,J3,,,1000.0,,,,1
DJ2010-C47_53,,,J3,,,1000.0,,,,1
DJ15T156_C5_53,,,J4,,,800.0,,,,1
DJ2003_C13_51,,,J4,,,800.0,,,,1
DJ2012_C32_53,,,J4,,,1000.0,,,,1
DJ6671_C7_54,,,J4,,,2500.0,,,,1
DJ15T158_C5_53,,,J4,,,900.0,,,,1
DJ15T162_C3_52,,,J4,,,900.0,,,,1
DJ3146_C1_50,,,J4,,,1500.0,,,,1
DJ2346_52,,,J4,,,1000.0,,,,1
DJ2039_C287_52,,,J4,,,1000.0,,,,1
DJ9058_C3_53,,,J4,,,3500.0,,,,1
DJ2036_C12_48,,,J4,,,1000.0,,,,1
DJ0301_GUN_55,,,J4,,,1750.0,,,,1
DJ502_IT_53,,,J4,,,1250.0,,,,1
DJ3568_53,,,J4,,,2000.0,,,,1
DJ2010_C6_51,,,J4,,,900.0,,,,1
DJ8783_C6_52,,,J4,,,1200.0,,,,1
DJ16T143_C1_53,,,J4,,,900.0,,,,1
DJ8235_130_53,,,J4,,,1600.0,,,,1
DJ16T150_C2_51,,,J4,,,900.0,,,,1
DJ2025_C53_54,,,J4,,,1800.0,,,,0
DJ2001_C2_55,,,J4,,,1800.0,,,,0
FTP199_GR1_M,,,A12,,,1495.0,,,,0
SHEET FRAMES 2,,,T,,,500.0,,,,52
METAL FRAME 1,,,T,,,300.0,,,,-216
METAL FRAME 2,,,T,,,400.0,,,,-37
FTP161_BR2F_M,,,A12,,,1695.0,,,,-1
BABY FRAMES SHEET,,,T,,,300.0,,,,19
METAL FRAME NEW,,,T,,,300.0,,,,77
ID 1527_C3_52,,,ITS,,,1980.0,,,,-1
SHEET FRAMES 1,,,T,,,300.0,,,,36
DJ 3107_C4_54,,,ITS,,,1400.0,,,,-1
FTP220_BR2F_M,,,A12,,,1795.0,,,,0
IL9845_C2_48,,,B,,,2100.0,,,,1
IS6353_C3_48,,,B,,,2100.0,,,,1
IS6351_C2_52,,,B,,,2100.0,,,,1
Walnut Fab,,,B,,,2100.0,,,,10
Walnut Pro,,,T,,,2100.0,,,,20
Walnut +,,,b,,,1800.0,,,,4
SHEET FRAMES 3,,,T,,,500.0,,,,19
BRAND SUPRA,,,T,,,1000.0,,,,66
SC909_C2_52,,,TB,,,1800.0,,,,-1
ID1534_C2_50,,,B,,,2160.0,,,,0
ID1542_C3_53,,,B,,,1950.0,,,,0
ID1543 _C3_54,,,B,,,2370.0,,,,1
ID1545_C4_54,,,B,,,1950.0,,,,1
ID1545_C6_54,,,B,,,2590.0,,,,2
ID1549_C1_53,,,B,,,2590.0,,,,0
ID1536_C1_51,,,B,,,2160.0,,,,0
ID1536_C3_51,,,B,,,2160.0,,,,0
ID1535_C7_51,,,B,,,2160.0,,,,0
ID1543_C1_54,,,B,,,2370.0,,,,1
ID 1546_C3_52,,,B,,,2590.0,,,,1
ID1535_C2_51,,,B,,,2160.0,,,,0
CK4195S_001_57,,,D1,,,9000.0,,,,0
RB3025_00332_55,,,A3,,,6990.0,,,,-2
FLING,,,T,,,650.0,,,,16
METAL FRAMES 1,,,T,,,250.0,,,,-11
FTM102_BK2_M,,,A11,,,2150.0,,,,0
TH7869_C2_60,,,D1,,,7690.0,,,,0
OX8034_11_53,,,A9,,,11990.0,,,,0
PA7069_CO2_M,,,J1,,,2375.0,,,,0
TH7900_C1_60,,,D1,,,8415.0,,,,0
RAYBAN TYPE,,,T,,,400.0,,,,-27
RB4251_623311_58,,,A6,,,4490.0,,,,-1
METAL FRAME 3,,,T,,,500.0,,,,-13
OO9223_15_55,,,A9,,,10990.0,,,,0
TH7871_C1_60,,,D1,,,6725.0,,,,0
RB3025_R0202_58,,,A4,,,6490.0,,,,0
ID1157_C3_52,,,TB,,,1800.0,,,,-1
DJ2347_C3_52,,,,,,1000.0,,,,-1
PG CR.,,,T,,,400.0,,,,-24
CR KT,,,T,,,400.0,,,,-46
NV,,,B,,,300.0,,,,-5
FT_P301BR2_M,,,A8,,,0.0,,,,-1
PR7069_C02_M,,,,,,2375.0,,,,1
CR HC.,,,T,,,300.0,,,,-217
ARC,,,T,,,500.0,,,,932
DJ1089_C2_52,,,TB,,,1600.0,,,,0
ID1531_C3_54,,,TB,,,1800.0,,,,0
VO2925_W44_51,,,,,,3290.0,,,,-1
VE3243_5117_53,,,A7,,,13000.0,,,,1
VE3252_GB1_54,,,A7,,,13500.0,,,,1
VE3253_GB1_53,,,A7,,,12000.0,,,,1
FTC084_PK2F_M,,,,,,0.0,,,,-1
Disney,,,,,,1000.0,,,,-2
AR8011_502613_53,,,A7,,,14820.0,,,,1
DJ084_C4_52,,,T,,,1800.0,,,,1
DJ1059_C4_50,,,T,,,1800.0,,,,1
DJ1305_C1_51,,,,,,1800.0,,,,1
DJ1306_C3_51,,,,,,1800.0,,,,1
DJ15T128_C2_51,,,,,,1800.0,,,,1
DJ15T162_C2_52,,,,,,1800.0,,,,1
DJ15T163_C5_54,,,,,,1800.0,,,,1
DJ16T149_C1_53,,,,,,1800.0,,,,1
DJ16T149_C2_53,,,,,,1800.0,,,,1
DJ16T150_C3_51,,,,,,1800.0,,,,1
DJ1902_C6_54,,,,,,1800.0,,,,1
DJ2002_C4_55,,,,,,1800.0,,,,1
DJ2010_C47_53,,,,,,1800.0,,,,1
DJ2010_C48_53,,,,,,1800.0,,,,0
DJ2025_C129_54,,,T,,,1800.0,,,,0
DJ21007_C2_52,,,,,,1800.0,,,,1
DJ2347_C4_52,,,,,,1800.0,,,,1
DJ2347_C5_52,,,,,,1800.0,,,,2
DJ3132_CO3_52,,,,,,1800.0,,,,1
DJ3134_C1_51,,,,,,1800.0,,,,2
DJ501_135_50,,,,,,1800.0,,,,1
DJ502_138_53,,,,,,1800.0,,,,2
DJ503_135_49,,,,,,1800.0,,,,1
DJ8235_OP_53,,,,,,1800.0,,,,1
DJ9027_C4_54,,,,,,1800.0,,,,1
PAGE 4,,,T,,,800.0,,,,23
BRATS & DOLLS,,,,,,1000.0,,,,30
RB D FRAME,,,T,,,1000.0,,,,-2
MAC STALLIN,,,T,,,1500.0,,,,8
THREE PIECE,,,T,,,400.0,,,,11
AZETA SHEET,,,T,,,1200.0,,,,12
DJ15T162_C1_52,,,T,,,1600.0,,,,0
DJ1832_C1_51,,,,,,1600.0,,,,1
DJ2037_C243_48,,,T,,,1600.0,,,,1
DJ2037_C92_49,,,T,,,1600.0,,,,2
DJ2003_C17_51,,,,,,1600.0,,,,1
DJ9058_C3_51,,,,,,1600.0,,,,1
DJ9059_C5_51,,,,,,1600.0,,,,0
DJ2001_C11_53,,,,,,1600.0,,,,1
DJ3568_C_53,,,,,,1600.0,,,,1
DJ5901_31_48,,,,,,1600.0,,,,1
DJ1099_C1_52,,,,,,1600.0,,,,1
DJ1086_C1_54,,,,,,1600.0,,,,0
DJ3683_53_M,,,,,,1600.0,,,,1
DJ3177_C1_52,,,,,,1600.0,,,,0
DJ2039_C281_52,,,,,,1600.0,,,,1
DJ3132_C3_52,,,,,,1600.0,,,,1
DJ3122_C_49,,,,,,1600.0,,,,1
DJ2024_C99_53,,,,,,1600.0,,,,1
DJ1098_C6_49,,,,,,1600.0,,,,1
DJ21007_C4_52,,,,,,1600.0,,,,1
ID1518_C2_53,,,,,,2250.0,,,,0
ID1727_C3_52,,,,,,2000.0,,,,1
ID1523_C4_52,,,,,,2250.0,,,,0
CK4223S_001_52,,,,,,9000.0,,,,0
CK5365A_001_51,,,,,,0.0,,,,1
ID1147_C4_52,,,,,,1800.0,,,,1
ID1152_C1_54,,,,,,1800.0,,,,0
ID1156_C2_53,,,,,,1800.0,,,,0
ID1191_C2_52,,,TB,,,1800.0,,,,0
ID1203_C2_52,,,TB,,,1800.0,,,,0
ID698_C1_53,,,TB,,,1800.0,,,,0
ID735_C3_52,,,TB,,,1800.0,,,,1
ID946_C3_51,,,,,,1800.0,,,,1
ID950_C4_51,,,TB,,,1800.0,,,,1
IZ105P_0313_COL1,,,B,,,2500.0,,,,1
IZ233_0114_COL2,,,B,,,0.0,,,,1
IZ233_0114-COL3,,,B,,,0.0,,,,1
IZ258_0114_COL3,,,B,,,2500.0,,,,0
IZ278_0314-COL2,,,B,,,2500.0,,,,1
IZ281_0314_COL1,,,B,,,2500.0,,,,2
IZ303_0414-COL2,,,,,,2500.0,,,,1
IZ398_1214_COL1,,,,,,2500.0,,,,1
IZ398_1214_COL3,,,,,,2500.0,,,,1
IZ485_0415_COL2,,,,,,2500.0,,,,1
IZ500_09_52,,,,,,2500.0,,,,1
IZ508_0915_COL1,,,,,,2500.0,,,,1
IZ508_0915_COL2,,,,,,2500.0,,,,1
IZ518_915_COL 3,,,,,,2500.0,,,,1
IZ523_09_50,,,,,,2500.0,,,,1
IZ523_09_52,,,,,,2500.0,,,,1
IZ525_09_52,,,,,,2500.0,,,,3
IZ588_12_50,,,,,,3625.0,,,,1
IZ607_00168_58,,,,,,2500.0,,,,1
IZDRIVING_3_COL2,,,,,,1950.0,,,,1
KX7091_2197_52,,,,,,2590.0,,,,0
KX7646_1001_51,,,,,,2930.0,,,,0
KX7109_2019_50,,,,,,2700.0,,,,0
KX7666_1032_53,,,,,,2450.0,,,,0
KX7646_1010_49,,,,,,2590.0,,,,0
KX7674_1096S_50,,,,,,3050.0,,,,0
OX1131_04_52,,,A9,,,8790.0,,,,0
OX1131_06_52,,,A9,,,8790.0,,,,0
ID1500_C7_50,,,,,,1800.0,,,,1
ID1367_C4_50,,,,,,2000.0,,,,0
ID974_C1_55,,,,,,1800.0,,,,1
ID1139_C4_53,,,,,,1800.0,,,,1
TH7920_C1_56,,,,,,8925.0,,,,0
VO5148_W656_53,,,,,,3790.0,,,,-1
VO5148_2539_53,,,,,,3690.0,,,,2
VO5145_W656_53,,,,,,3790.0,,,,1
PR4063_C03_60,,,,,,3250.0,,,,1
RB2132_902_58,,,A1,,,7690.0,,,,0
RB3025_0013E_55,,,A2,,,8890.0,,,,1
RB3025_0014F_55,,,A2,,,5990.0,,,,0
RB3025_00151_55,,,A2,,,8890.0,,,,5
RB3025_0024W_62,,,A3,,,9490.0,,,,1
RB3025_1124D_58,,,A3,,,11490.0,,,,-1
RB3025_1674K_55,,,A3,,,9490.0,,,,1
RB3025_L0205_58,,,,,,6390.0,,,,-1
RB3025JM_1684E_55,,,,,,8790.0,,,,0
RB3025JM_169_55,,,,,,8490.0,,,,1
RB3025JM_171_55,,,,,,8490.0,,,,0
RB3025JM_172_55,,,,,,8490.0,,,,2
RB3026_00368_62,,,,,,0.0,,,,1
RB3379_01457_64,,,,,,9290.0,,,,1
RB3411_001_60,,,,,,4790.0,,,,0
RB3447_00190_50,,,,,,9390.0,,,,1
RB3498_00413_61,,,,,,6290.0,,,,0
RB3509_00113_63,,,,,,9490.0,,,,1
RB3524_02971_57,,,,,,6490.0,,,,0
RB3524_0299A_57,,,,,,7990.0,,,,0
RB3526_0198G_63,,,,,,7690.0,,,,0
RB3528_02988_58,,,,,,8190.0,,,,0
RB3528_19071_58,,,,,,7490.0,,,,0
RB3529_02988_58,,,,,,0.0,,,,0
RB3530_00488_58,,,,,,7990.0,,,,1
RB4105_90257_50,,,,,,0.0,,,,1
RB4147_609585_60,,,,,,8290.0,,,,1
RB4188_6019A_63,,,,,,7290.0,,,,0
RB4191_610813_57,,,,,,7990.0,,,,1
RB4199_60171_61,,,,,,6290.0,,,,0
RB4210_1546Q_54,,,,,,0.0,,,,1
RB4201_62255_59,,,,,,6490.0,,,,0
RB4210_612213_50,,,,,,10990.0,,,,0
RB4214_60171_59,,,,,,8490.0,,,,0
RB4216_601S71_56,,,,,,6990.0,,,,0
RB4257_60171_50,,,A7,,,7490.0,,,,0
RB8041_001_58,,,,,,9490.0,,,,1
RB8041_086_58,,,,,,8590.0,,,,0
RX6325_2730_53,,,,,,4290.0,,,,1
RX7098_2012_50,,,,,,7290.0,,,,0
SC1863_C1_52,,,,,,0.0,,,,2
SC4715_C2_52,,,,,,1800.0,,,,1
SC721_C1_53,,,,,,1800.0,,,,1
PG CR KT,,,,,,600.0,,,,-7
RB3025_00332_62,,,,,,8890.0,,,,2
DJ18796_C4_52,,,,,,1800.0,,,,-1
VO5010_2362_53,,,,,,3290.0,,,,0
RB3025_11269_55,,,,,,6990.0,,,,-1
RB3025_18171_58,,,A4,,,6990.0,,,,0
RB3044_L2848_52,,,A4,,,4390.0,,,,0
RB3334_001_61,,,A4,,,4390.0,,,,0
RB3334_002_61,,,,,,4390.0,,,,1
RB3334_004_61,,,,,,4390.0,,,,1
RB3342_00451_63,,,A4,,,5890.0,,,,0
RB3342_006_60,,,,,,5490.0,,,,1
RB3432_002_59,,,A4,,,4290.0,,,,0
RB3432_004_59,,,,,,4290.0,,,,0
RB3431_004_64,,,A4,,,4290.0,,,,0
FTP256_PR2F_M,,,A12,,,2295.0,,,,1
G153S_PFSCB_60,,,,,,0.0,,,,1
ID1160_C2_51,,,,,,1800.0,,,,0
ID873_C3_51,,,T,,,1800.0,,,,0
IM2324_C2_54,,,T,,,2150.0,,,,0
IM2324_C2_49,,,T,,,2150.0,,,,1
IM2348_C1_49,,,T,,,2150.0,,,,1
IMAGE362P_C2,,,T,,,3000.0,,,,1
OO4101_06_59,,,A9,,,11490.0,,,,0
OO9013_76_55,,,T,,,6290.0,,,,0
OO9013_77_55,,,T,,,6290.0,,,,0
OO9223_05_55,,,T,,,10990.0,,,,0
OO9239_02_60,,,T,,,6690.0,,,,0
OO9239_12_60,,,A9,,,6490.0,,,,0
OO9307_04_132,,,A9,,,9290.0,,,,0
OO9341_01_57,,,A9,,,7690.0,,,,0
OO9342_09_57,,,A9,,,8290.0,,,,0
OO9350_08_59,,,A9,,,7690.0,,,,0
OX3131_0653_53,,,A9,,,5490.0,,,,1
OX3131_1053_53,,,A9,,,5490.0,,,,1
OX3165_0353_53,,,A9,,,5490.0,,,,1
OX8078_01_54,,,A9,,,7790.0,,,,1
OX8090_0855_55,,,A9,,,8990.0,,,,0
PR4096_C04_58,,,B,,,2250.0,,,,1
RB2132_62423F_58,,,A1,,,7490.0,,,,0
RB3025_00168_58,,,B4,,,0.0,,,,1
RB3025_09032_58,,,B4,,,6890.0,,,,1
SequinzeSheet,,,T,,,1000.0,,,,17
SEQUINZESupra,,,T,,,1300.0,,,,8
SHEETFRAMES,,,T,,,350.0,,,,37
SL2305T_C3-51,,,T,,,1800.0,,,,1
TH5234_C1_52,,,B,,,6885.0,,,,0
TH5240_C1_51,,,B,,,6885.0,,,,0
TH5245_C3_53,,,B,,,6885.0,,,,0
TH5245_C5_53,,,B,,,6885.0,,,,1
TH5704_C4_53,,,B,,,6885.0,,,,0
VE3226B_GB1_51,,,A7,,,17500.0,,,,2
VO2763_2279_51,,,,,,4590.0,,,,0
VO2767_W656_52,,,,,,3990.0,,,,1
VO2817S_20308F_53,,,,,,3990.0,,,,0
VO2843S_227811_56,,,,,,4590.0,,,,1
VO2866_2269_53,,,,,,4590.0,,,,0
VO2896_W4411_54,,,,,,4990.0,,,,1
VO2896_W6565R_54,,,,,,4790.0,,,,0
VO2896S_W65613_54,,,,,,4990.0,,,,0
VO2899_W44_53,,,,,,3790.0,,,,0
VO2906_2249_54,,,,,,3790.0,,,,-2
VO2925_W44_53,,,,,,3290.0,,,,2
VO2941S_25355R_56,,,,,,4790.0,,,,1
VO2941S_W4411_56,,,,,,5090.0,,,,0
VO2943_201148_55,,,,,,4990.0,,,,1
VO2950_W827_53,,,3490.0,,,3490.0,,,,3
VO2993_W4411_57,,,,,,5490.0,,,,1
VO2993S_1880T3_57,,,,,,6690.0,,,,0
VO3844_352_52,,,,,,3990.0,,,,0
VO3845B_548_52,,,,,,3990.0,,,,1
VO3919S_5484V_57,,,,,,5490.0,,,,0
VO3950_323S11_58,,,,,,3290.0,,,,2
VO3955_352_51,,,,,,3990.0,,,,-1
VO3965_848S_55,,,,,,3890.0,,,,1
VO3980_323S_52,,,,,,3790.0,,,,0
VO3980I_352S_52,,,,,,3790.0,,,,3
VO3991S_28013_58,,,,,,3290.0,,,,-2
VO4003_352_54,,,,,,3490.0,,,,1
VO4010S_3235R_57,,,,,,4590.0,,,,0
VO4015_352_53,,,,,,5590.0,,,,1
VO4015_5009_51,,,,,,5590.0,,,,0
VO4016_848_53,,,,,,3790.0,,,,1
VO4037I_280_52,,,,,,3790.0,,,,2
VO5008S_W4411_57,,,,,,3490.0,,,,2
VO5010_W44_53,,,,,,3890.0,,,,1
VO5012_W44_54,,,,,,3790.0,,,,0
VO5013_2048_52,,,,,,3490.0,,,,1
VO5013_W44_52,,,,,,3490.0,,,,0
VO5042_W44_53,,,,,,3490.0,,,,1
VO5118SI_247214_57,,,,,,3990.0,,,,0
VO5118SI_W4411_57,,,,,,3990.0,,,,-3
VO5118SI_W65613_57,,,,,,3990.0,,,,1
VO5120_W44_52,,,,,,3290.0,,,,-2
VO5145_W656_52,,,,,,3790.0,,,,-1
YOUNGSTEN,,,T,,,1000.0,,,,14
VO4001_499S_50,,,,,,0.0,,,,1
VO2714_2406_54,,,,,,4590.0,,,,0
VO5013_2048_54,,,,,,0.0,,,,1
VISION SPRING,,,B,,,150.0,,,,24
VO2915S_228713_53,,,,,,4590.0,,,,0
VO3955B_280_49,,,,,,0.0,,,,1
FTPC002_BK2_M,,,A10,,,850.0,,,,-1
FTP301_BR2_M,,,A12,,,1495.0,,,,1
EA3026_5017_54,,,A8,,,11990.0,,,,-1
RB3025__00253F_55,,,,,,6490.0,,,,1
RB3129_W0226_58,,,,,,4990.0,,,,1
RX6306_2500_52,,,,,,4790.0,,,,0
RX7047_5196_54,,,,,,5790.0,,,,0
RB3025_00253F_55,,,,,,0.0,,,,-1
IDS1899_C1_64,,,B,,,0.0,,,,0
IDS2429_C6P_57,,,B,,,0.0,,,,0
IDS2440_C1_67,,,B,,,0.0,,,,0
IDS2415_C2_M,,,,,,0.0,,,,-1
IDS2415_C2_57,,,B,,,0.0,,,,0
IDS2405_C2_57,,,B,,,0.0,,,,0
ST10120_C1_54,,,B,,,2775.0,,,,-2
IDS2366_C4_61,,,B,,,2550.0,,,,0
IDS2364_C3_52,,,B,,,2550.0,,,,0
IDS2363_C3P_53,,,B,,,2590.0,,,,-1
IDS2364_C2_52,,,B,,,2550.0,,,,-1
IDS2376_C3_53,,,B,,,2390.0,,,,0
IDS2361_C2_59,,,B,,,2450.0,,,,0
IDS2394_C6P_61,,,B,,,2750.0,,,,1
IDS2394_C5P_61,,,B,,,2750.0,,,,0
IDS2393_C4P_51,,,B,,,2590.0,,,,0
IDS1899_C4_64,,,B,,,1560.0,,,,-3
IDS2341_C3_61,,,B,,,0.0,,,,1
IDS2361_C1_59,,,B,,,2450.0,,,,0
IDS2363_C5P_53,,,B,,,2590.0,,,,1
IDS2366_C3_61,,,B,,,0.0,,,,0
IDS2373_C1,,,B,,,0.0,,,,1
IDS2380_C1_M,,,B,,,0.0,,,,0
IDS2380_C3_M,,,B,,,0.0,,,,0
IDS2390_C1P_52,,,B,,,0.0,,,,0
IDS2390_C2P_52,,,B,,,0.0,,,,0
IDS2390_C3P_52,,,B,,,0.0,,,,0
IDS2391_C1_47,,,B,,,0.0,,,,-1
IDS2391_C2_47,,,B,,,0.0,,,,0
IDS2391_C3_47,,,B,,,0.0,,,,0
IDS2391_C4_47,,,B,,,0.0,,,,0
IDS2392_C1_49,,,B,,,0.0,,,,0
IDS2392_C2_49,,,B,,,0.0,,,,0
IDS2392_C3_49,,,B,,,0.0,,,,1
IDS2393_C1P_51,,,B,,,0.0,,,,1
IDS2393_C3P_51,,,B,,,0.0,,,,0
IDS2393_C5P_51,,,B,,,0.0,,,,0
IDS2394_C1_61,,,B,,,0.0,,,,0
ID2394_C2_61,,,B,,,0.0,,,,1
